company	industry	sector	year	url	filename	paragraph	tot_p	p_nr
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> We also have mid to longer term plans to evaluating job carving opportunities with the Downs Syndrome Association for part-time roles within our stores. Volunteering For 2018/2019, we are making Changing Perceptions our theme for our volunteering opportunities. We expect that this will allow our employees to understand the challenges our charity partners face and with empathy and commitment support their work via The Big Yellow Foundation.	234	40
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	We know it is important to lead by example, so we are starting with our Area Managers, some of whom will attend volunteering day with Bounce Back in May 2018. During 2017/2018 With our roll-out planned for February 2018 it was all hands on deck to ensure each store was ready on time.	234	41
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> To ensure that Big Yellow and the Big Yellow Foundation work together smoothly we had set up Steering Committee, comprising of 10 individuals, who each gave up ca 10 hours of their time to attend meetings. The Steering Committee has wide remit, ranging from making recommendations to the Big Yellow Foundation Trustees, fundraising initiatives, volunteering programmes, assessing and reviewing policies and shaping and reviewing work placements. The Steering Committee is permanent management structure of The Foundation and remains in place post roll-out.	234	42
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Here an overview of some of their activities: > Identifying potential local charities around Leeds, Sheffield and Hull. > Four individuals contributed 3 days each to visit and assess charity partners. In total, these individuals volunteered for 25 days for the Big Yellow Foundation. Planned 2018/2019 > St Giles Trust offer Mentoring programmes in London; our employees have expressed interest and are signed up for upcoming events.	234	43
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> St Giles Trust have identified need to also offer Mentoring in and around Leeds; we are evaluating options on how the Big Yellow Foundation could support them to create local programme. > The Breaking Barriers customer services training day described under work and work experience may provide volunteering opportunities for some of our employees. We will explore this fully during 2018/19.	234	44
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> Similarly, the work-shadowing day planned for Back Up Trust will require Big Yellow volunteers to make the programme work. > Volunteering day with Bounce Back on changing perceptions scheduled for 17th May 2018. Corporate Social Responsibility Report (continued) 9 Corporate Social Responsibility Report (continued) 4.0 OUR COMMUNITIES (continued) Employee Fundraising During 2017/2018 Our colleagues in Sheffield, Leeds and Hull have taken part in Mud Run in March 2018 and raised 887.	234	45
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Big Yellow have matched that (minus the entrance fee) making the total amount raised 1,422 to go to the Back Up Trust. Planned 2018/2019 > Welsh Three Peak Challenge hoping to raise 2,200 for Hire Hero to be matched by Big Yellow. > Ride 100 hoping to raise 500 for St Giles Trust to be matched by Big Yellow.	234	46
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> Ride & run events hoping to raise 750 for St Giles Trust to be matched by Big Yellow. Big Yellow Foundation KPIs Fundraising No targets were set for 2017/2018. For 2018/2019 we have set an overall target of raising 150,000 consisting of: > Customer donations. > Big Yellow customer donations matched contributions.	234	47
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> Employee Fundraising. > Big Yellow employee fundraising matched contributions. > Any other Big Yellow / Big Yellow employee fundraising initiatives. Volunteering 2018 2019 2020 2021 Target % of stores with volunteering opportunities No data 80% available yet by 2022 % of volunteering days executed 6.4% 10% percentage of number of stores where charities have confirmed volunteering opportunities are in place versus all Big Yellow stores.	234	48
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	percentage of employees volunteering days all possible employees volunteering days. 377.5 possible volunteering days 24 actual days volunteered. Work experience 2018 2019 2020 2021 Target Number of individuals on work placement contracts 1 4 per annum provided and supported by BYF charity partner by 2022 Number of individuals offered permanent position 0 50% of the from the above cohort yearly cohort Work experiences and placements are new to Big Yellow and the KPIs are likely to change over the next 2 years as we identify where we want to excel.	234	49
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Big Yellow Foundation Reporting Requirements The Big Yellow Foundation is registered charity. Our charity number is: . It has been registered as Charitable Incorporate Organisation (CIO). The object of the CIO is to advance such charitable purposes (according to the law of England and Wales) as the trustees see fit from time to time in particular but not exclusively through rehabilitation and by relieving unemployment for the public benefit.	234	50
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Our charity will publish its records in due course. For accounting purpose, FY 2018/19 is the charities first year and as no receipting and payments for or on behalf of the Big Yellow Foundation were made last financial year, the charity was considered dormant. Social Enterprise During 2017/18, our Construction team commissioned work with Bounce Back to paint walls at Guildford Central and our extension works at Wandsworth.	234	51
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Bounce Back work with ex-offenders, who experience barriers to re-entry into work once their sentence is spent. It leads on from the training Bounce Back offer to offenders while in prison and reduces re-offending rates. We intend to invite Bounce Back to bid for future work and will provide yearly updates.	234	52
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	BOUNCE BACK WORK WITH EX-OFFENDERS, WHO EXPERIENCE BARRIERS TO RE-ENTRY INTO WORK ONCE THEIR SENTENCE IS SPENT. IT LEADS ON FROM THE TRAINING BOUNCE BACK OFFER TO OFFENDERS WHILE IN PRISON AND REDUCES RE-OFFENDING RATES. Social Enterprise (continued) At the very end of 2017/18, Big Yellow has also changed our packaging material supplier to social enterprise organisation. We look to provide insight into that activity by end of March 2019.	234	53
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Other charity partnerships within Sports, Youth & Arts We have continued to support other charities with their great works throughout the year, namely: > Southwark Tigers and their Inner City Rugby Programme Southwark Tigers RFC was founded as the first inner city junior rugby club in England. registered charity ( ), our aim is to promote the sport, to inspire and develop our young people, and importantly to ensure that rugby is both affordable and accessible to all.	234	54
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Please see their website on > Dorothy Springer School Dorothy Stringer School is mainstream, state funded senior school for boys & girls in Brighton, East Sussex, England. Please see their website on ; and > The London Childrens Ballet London Children'Ballet is performance company that inspires the pursuit of excellence and changes lives through dance. leader in creating original narrative work and introducing new audiences to ballet, the LCB creates new West End ballet each year performed by talented dancers aged 9-16. Our outreach work takes ballet into schools, care homes and special needs centres in and around London.	234	55
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Please see their website on We have also sponsored three non-charities: > Cambridge University Rugby Football Club > Tringe Comedy Festival > Easton & Martyr Worthy Cricket Club 10 Corporate Social Responsibility Report (continued) 11 Corporate Social Responsibility Report (continued) 5.0 OUR CUSTOMERS Introduction Our Annual Report provides insights into our customers and how Big Yellow meets their needs, such as flexible, short term space when moving house or for home improvements, permanent base for running business or extra distribution hubs for our national accounts customers.	234	56
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Our most material commitment to all of our customers is safe, secure, welcoming and friendly storage environment. We report on the following aspects: > Customer and Visitor Health & Safety please refer to the Health & Safety section of this report. > Customer Service performance, Security of our stores and the financial stability of our organisation please refer to the main Financial Annual Report.	234	57
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> Our commitment to the Environment, in particular running efficient stores please refer to the Environmental section of this report. > Our commitment to and investment in our local communities please refer to the Communities section of this report. Feedback from Customers FY 2017/18 number of stores have reported customer concerns over our use of single-use plastics. This has been very welcome feedback, as we had already begun our initiative to review, reduce and remove where possible single-use plastic, mainly by removing the outer covers some of our packaging products come in.	234	58
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	You can find out more about that in the Resources section of the Environmental part of this report. We have reviewed our online Box Shop information to ensure that the environmental attributes of our products, such as the use of 100% recycled board, was clear we feel this commitment to the Environment differentiates us from our competitors and we are very proud of the fact that we deliver on our promise to respect the environment.	234	59
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	The Box Shop descriptions now also contain your bit section, where we provide customers with information on re-use or disposal options for the items they have purchased. Big Yellow Foundation Engagement We have successfully engaged our customers with the Big Yellow Foundation this year and invited them to donate. Big Yellow in turn matches total customer donations.5 Together with our customers and employees, we hope to raise 150,000 for the Big Yellow Foundation in 2018/19.	234	60
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Our plan for 2018/19 Our current Customer engagement programmes with environmental or social topics at present is one size fits all approach we do not differentiate between the different type of customer groups we may have. We are looking to better differentiate better and target initiatives at individual groups. We plan to explore how we may be able to engage our business customers in joining us to support our Big Yellow Foundation charities and will update progress on an annual basis.	234	61
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	.0 OUR SUPPLIERS Introduction Big Yellow recognises that it can have significant impact on its suppliers and that its supply base can represent an important aspect to help Big Yellow to deliver against its environmental and social responsibilities. Supplier Payments and small suppliers In 2017, we have signed up to the Prompt Payment Code (PPC), joining host of other companies who are committed to trading ethically and setting standards within their supply chain.	234	62
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	The PPC sets standards for payment practices and best practice and is administered by the Chartered Institute of Credit Management. Compliance with the principles of the Code is monitored and enforced by the PPC Compliance Board. The Code covers prompt payment, as well as wider payment procedures. You can find out more on 	234	63
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Our Construction department had conducted period of monitoring from November 2017 to March 2018 and has found that out of 40 invoices received monthly, 3 or 4 are subject to delays of few days at the most. This is re-assuring as payment terms within the construction industry can be shorter than for other industries and we are keen to remain customer of choice and sound partner.	234	64
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	During 2017/18 we have been specifically working with our suppliers to reduce the amount of time it takes them to send their invoices to us so we can process them promptly we are making good progress. 5 Big Yellow matches customer donations up to 125,000 per annum and employee fundraising donations up to 5,000 per event.	234	65
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	6.0 OUR SUPPLIERS (continued) Our plans and initiatives for 2018/19: > Continue working with suppliers on reducing the time to submit invoices. > Investigate options for automation. > Define and publish payment performance measures during 2018 /2019. > Contacting our suppliers to understand our supply chain risks better we have agreed internal procedures during 2017/18 and look to launch this initiative during 2018/19 we expect outcomes and insights to be generated late 2018/19 or early 2019/20.	234	66
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	We are working on providing data for the below benchmarks from 2018/19 onwards and look to set targets subsequently: Paid within Invoices received 30 days target Actual paid Number number number number % n/a % % Joint Initiatives This year, we reviewed single-use plastic throughout our packaging materials product range and identified number of opportunities where we will be able to make improvements.	234	67
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Together with our suppliers, we have identified preferable alternatives to 1,600kg worth of single-use plastic packaging (for our covers, padlocks and other products) and we are jointly working to replace these with new solutions across our stores. Our aim is to limit the amount of single use plastic throughout our operations, starting with the most material items: the packaging of our products, such as outer bag of padlocks for example.	234	68
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	We have worked with our suppliers to come up with alternatives (see Environment Resource Use) wherever we have not been able to identify feasible, workable alternative we remain committed to continue working with our suppliers to evaluate new solutions as they become available. We will continue to look for opportunities to collaborate with our suppliers and partners and are grateful for their positive contribution to our business their engagement has made.	234	69
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	CSR Standards Big Yellow intends to share its environmental and social commitments, standards and policies with its supply chain in order to drive improvements throughout. This year we have included suppliers as part of our strategy and have commenced internal planning for broader review. We have also identified opportunities for bringing together our social commitments as part of our Big Yellow Foundation and social aspects of our Supply Chain by: > Commissioning Bounce Back for painting works at two of our new sites: Guildford Central and the extension of our store at Wandsworth. Bounce Back are charity and social enterprise, who support ex-offenders to re-integrate into society through training and work. Bounce Back are one of our six Big Yellow Foundation charity partners.	234	70
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> Using social enterprise for our new packaging material providing work to local, disabled individuals. Corporate Social Responsibility Report (continued) 13 Corporate Social Responsibility Report (continued) 7.0 OUR HEALTH & SAFETY Big Yellow recognises the importance of maintaining high standards of Health & Safety for our customers, staff, contractors and any visitors to our stores. Our Health & Safety Committee reviews Policy, Risk Assessments, performance and records on quarterly basis. The Policy covers two distinct areas our construction activities and our routine store operations. The Health & Safety Committee discuss and review any issues reported from our regular meetings held at Bagshot (our head office), Maidenhead (our distribution warehouse), the stores and our construction sites. Our Health & Safety Policy states that all employees have	234	71
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	responsibility for Health & Safety, but that managers have special responsibilities. The responsibilities of Adrian Lee, Operations Director, are to keep the Big Yellow Board advised on Health & Safety issues and to ensure compliance with the Policy in respect of construction (via the Construction Director) and store operations (via the Facilities Manager and Head of Store Operations). Externally, other interested stakeholders include the Health & Safety Executive (HSE) and Local Government Authorities.	234	72
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	The Health & Safety Committee minutes are copied to the CEO, the Head of CSR, the Head of Human Resources, the Facilities Manager and our external Health & Safety consultant. Our external Health & Safety consultant reviews our Policy and performs audits of our stores on rolling programme, to ensure the implementation of the Groups Health & Safety policies and to ensure compliance with the latest Health & Safety standards.	234	73
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Actions recommended by our consultant are reviewed by the Health & Safety Committee, and if required are then implemented into the operations or construction systems. External Health & Safety audits are carried out by our consultants on regular basis on each construction site during the construction process. Our Health & Safety reporting covers all of our stores, our head office, Maidenhead (our packing materials distribution centre) and our construction sites. Incidents are recorded for staff, customers, contractors and visitors. The Board receives reports that monitor Health & Safety performance in all these areas. Annual Store Health & Safety Meetings take place for all stores and Maidenhead. Meeting agendas are provided for all meetings by the Facilities Team and the minutes are reviewed by Area Managers to raise any issues with our Facilities or Human Resources Teams, where	234	74
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	necessary. Deloitte LLP undertake limited level of assurance on select health and safety and environmental indicators, in accordance with the International Standard on Assurance Engagements 3000 (ISAE 3000 Revised). Health & Safety performance and incidents are reported and are displayed in the tables below. There were no Fatal Injuries, Notices or Prosecutions during the year ended 31 March 2018 in any part of our operations.	234	75
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Big Yellow Store Customer, Contractor and Visitor Health & Safety Executive Summary > The number of customer move-ins during the last year increased from 71,715 to 73,662 (2.7% increase). One reportable injury was recorded to customer at Finchley North, who suffered cut to his finger; > 61 minor injuries and one reportable injury were recorded during the year to 51 customers and to 11 visitors (no recorded contractor injuries). Customer injuries were mainly minor cuts, grazes and strains relating to the handling of their goods. Most of these injuries and those of visitors could have been avoided by personal protective gloves and foot-wear.	234	76
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Store Customer, Contractor and Visitor Health & Safety Year ended 31 March 2014 2015 2016 2017 2018 Number of customer move-ins 72,772 75,097 75,438 71,715 73,662 Number of minor injuries 31 50 58 41 61+ Number of reportable injuries (RIDDOR)* 3 4 4 1 1+ RIDDOR* per 100,000 customer move-ins 4.1 5.3 5.3 1.4 1.3 + Indicates data reviewed by Deloitte LLP as part of their assurance work. See page 39 for the independent assurance.	234	77
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	* RIDDOR = Reporting of Injuries, Diseases and Dangerous Occurrences. 2017 figure corrected calculation was not performed. 14 Big Yellow Staff Health & Safety (Stores & Head Office) Executive Summary > Fourteen staff injuries were reported, thirteen of which were minor, with one being reportable (One member of our staff in our Chiswick store hurt her back). They related to range of minor hand, arm or leg injuries. One of the staff injuries resulted in facilities maintenance call out to remedy the item that caused the injury. > Our rolling facilities maintenance programme, coupled with annual senior management store tours, as well as the external Health & Safety consultant audits, all play vital parts in identifying potential hazards that could cause injury to anyone accessing our facilities.	234	78
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Big Yellow Staff Health & Safety (Stores & Head Office) Year ended 31 March 2014 2015 2016 2017 2018 Average Number of Staff 289 300 318 329 335+ Number of Minor Injuries 13 15 10 9 13+ Number of Reportable Injuries (RIDDOR) 1 1 1 0 1+ AIIR* per 100,000 staff 346 333 314 0+ 299+ + Indicates data reviewed by Deloitte LLP as part of their assurance work. See page 39 for the independent assurance.	234	79
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	* Annual Injury Incident Rate = the number of staff reportable injuries / average number of staff (x100,000). Big Yellow Construction Fit Out Health & Safety Executive Summary > There were 2,726 Man Days worked on new store construction Fit Out projects in 2018. > Three Minor Injuries and no Reportable Injuries were recorded during these works.	234	80
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> The final assessment assessed by the independent Considerate Constructors Scheme (CCS) of our new Guildford Central store was conducted in January 2018 and delivered very good scores: We scored Very Good for Securing everyones Safety, Care about Appearance, Valuing the Workforce and Protecting the Environment and an Excellent was scored on Respecting the Community.	234	81
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Construction Health & Safety (Fit-out Contractors and Visitors) Year ended 31 March 2014 2015 2016 2017 2018 Number of Total Man Days worked 3,315 3,005 6,560 1,111 2,726+ Number of Minor Injuries 2 1 3 0 3+ Number of Reportable Injuries (RIDDOR) 0 0 0 0 0+ + Indicates data reviewed by Deloitte LLP as part of their assurance work. See page 39 for the independent assurance. This is new for 2017/18.	234	82
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	* RIDDOR = Reporting of Injuries, Diseases and Dangerous Occurrences. 8.0 OUR ENVIRONMENT Introduction Environmental Responsibilities Our CSR Policy sets out the aspects of what we manage. Our CSR Policy Standard-launched at the end of 2017-provides further information on how we manage the impact of our business on society and the local environment, to control our risks and manage our opportunities in sustainable manner. External Benchmarking We also use the detail in this CSR Report to participate in other benchmarks, such as the annual Carbon Disclosure Project (CDP) and the Global Real Estate Sustainability Benchmark (GRESB) to engage with our other Ethical Investors. Notwithstanding this and in order to maintain an efficient and sustainable business for its stakeholders, we have continued to commit significant resources to the environmental and	234	83
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	social aspects of our storage operations, property portfolio, new store developments and site acquisitions. For more details on our applications for the above benchmarks see theBasis of Reportingsection of the CSR section of our Investor Relations website. We have aligned ourselves to the Core Elements of the Task Force on Climate-Related Financial Disclosure (TCFD). The Task Force structured its recommendations around four thematic areas that represent core elements of how organizations operate: governance, strategy, risk management, and metrics and targets.	234	84
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Corporate Social Responsibility Report (continued) 15 Corporate Social Responsibility Report (continued) Introduction (continued) Information on Governance and Risk Management are set out in our CSR Policy Standard. Strategy, metrics and targets are contained in this report. Compliance In this report we state our energy use and carbon emissions in compliance with the Companies Act and the Climate Change Regulation on Reporting Greenhouse Gas (GHG) Emissions for listed companies. We have used the DEFRA Department Environmental Reporting Guidelines (UK DEFRA 2017 Emissions factors database (published 4th August 2017)) conversion factors for our annual GHG Emission calculations and reporting.	234	85
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Approach We have provided summary of our Scope 1 onsite gas use, solar electricity generation and refrigerant use, and our Scope 2 off site supplied electricity for our carbon dioxide equivalent emissions and brief narrative to explain variances where applicable. We report on range of environmental key performance indicators and where relevant-identify them using the codes from the Global Reporting Initiative (GRI), as applied by the European Public Real Estate Association (EPRA) at the request of some of our stakeholders. For the first time this year we are publishing tables and intend to show: a) GRI / EPRA indicators we do report against, b) GRI/ EPRA indicators that are not directly relevant to the nature of our particular operations and) GRI/ EPRA indicators we will consider reporting on in the future.	234	86
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Materiality threshold: Our materiality threshold for energy use and carbon emissions is 5%. Assurance: Deloitte LLP undertake limited level of assurance on select health and safety and environmental indicators, in accordance with the International Standard on Assurance Engagements 3000 (ISAE 3000 Revised). list of assured indicators can be found on page 39 of this report.	234	87
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	Target setting In 2017 we exceeded our emission reduction target of 34% reduction in Scope 1 and Scope 2 GHG Emissions by 2020 we achieved 36.4% reduction. This has risen to 48.8% in 2018 from our 2011 peak year. We are committed to the longer-term target of an 80% reduction by 2050 (or by approximately 3.5% per year).	234	88
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	We intend to establish other targets and KPIs and plan to publish progress in our 2018/19 report. fuller update on Emissions targets can be found here. Environmental Performance Executive Summary > Between 2015 and 2017 we have made significant investments of 544,0047 in internal and external LED lighting upgrades and motion sensor installations.	234	89
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> We have made great progress to reduce energy consumption and emissions and have already beaten our emissions reduction target of 34% by 2020, having achieved 45.7% reduction by 2018 from our baseline year 2008. Our reduction from our peak year in 2011 was 48.8%. > Our total Scope 1 & 2 emissions compared to last year have decreased by 14.7% this has been largely achieved through favourable UK fuel mix during 2018 and by our investments in sustainable lighting and motion sensors.	234	90
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> With our LED lighting and motion sensor programmes complete, our energy use and emissions performance are likely to have plateaued during 2017/18. As we add stores in the years to come, we can expect to see an increase in energy use, which we hope to minimise by installing Solar PV and / or other renewable solutions for new build stores.	234	91
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> Our Solar generation as % of grid use is 3.5%, slightly lower than the previous year. However, our latest store in Guildford Central has been equipped with 50kWh installation and we hope will contribute to higher % next year. > Since 2011, our solar generation has tripled we remain committed to our investments in solar. Our percentage of solar energy used in stores with Solar PV capacity of 50kWh was 36.4%.	234	92
Big Yellow Group	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/b/LSE_BYG_2018.pdf	BigYellowGroup-2018.pdf	> During 2018/19, we will review our renewables strategy to ensure we can reduce our grid electricity use over time. We will be also looking at specific targets and look forward to report against these within our next annual report. 6 From our peak baseline year 2011. 7 As provided by our Facilities department and is based on tracked spending of equipment and installation.	234	93
